age,exercise_min,heart_rate,calories_burned
39,77.06629637689103,165.5413191290747,171.41644507165776
45,47.49545278359762,127.9371373325971,97.95596198310845
19,43.185560187013216,158.9634120791451,50.08337898808218
59,31.8725657544565,157.56395188280564,120.72779496072702
62,14.51003973207417,115.52803785946045,98.77265210941914
23,79.17779010040425,156.3132379320542,203.1896328480818
45,75.03208073040621,92.96061077723941,213.7280688930246
45,89.97741386289044,137.70159027856425,285.9324599543556
61,89.73094696591244,108.40070698301625,319.2067391383797
61,54.434536448210196,99.64535086218231,200.77410767449493
37,71.51899321444084,96.15625613033673,174.24156987283186
47,85.58125839059424,145.7031020702512,260.8097645173341
28,77.97179125419292,117.18999710144529,212.15252168917888
45,29.78784813945581,147.98134172230093,82.51356750266582
42,46.04353082480748,95.22850726391539,102.02293943254395
56,20.3327532121196,115.22322702644882,88.44843734500353
50,86.32408218069779,133.159303390027,273.73030318063775
18,58.493970756070404,153.2578531871171,97.46750669953497
44,28.29142444027702,115.5002002345656,87.1677828189587
30,63.73605475246854,140.07131011496074,166.3946981673738
58,59.450259236631666,160.87821985889497,152.91190335326803
20,38.65301744262724,139.26905505458436,35.164209977060324
56,19.08460737597032,108.6367579802907,87.82278749009443
23,63.72585564742397,91.95206252452304,180.70340731281777
25,51.62461607230347,159.60790991207438,72.5343231254493
44,71.78547133885115,91.70155286803097,231.11498180434927
26,51.61308008895947,159.97613381473596,110.66614373732055
54,78.1745200254832,132.31497072217695,230.72429755569974
50,54.152547101958845,165.1254158810317,135.95268664500236
59,54.8750377228309,153.90265886189323,176.21339550187696
61,80.1322882126676,169.834728842667,240.43839270450047
41,42.27862929699177,118.05694523613681,87.56981974286477
32,20.72121827605126,151.37506311449016,42.97530345540395
49,12.302614105067118,122.15447308873937,60.47097008277101
49,70.41098045388952,128.3900496243127,184.70540570471033
41,59.624764108277176,140.2004370574696,115.93134704022509
58,66.32638144793789,159.8941691349071,185.67504127002547
29,27.037132920712857,168.72667753594362,39.50981097969961
56,20.90971804694158,151.46187310916144,97.48375234597134
19,11.163573253430554,123.4213425733867,12.1147508018025
20,38.04700470452776,123.70856018216561,60.911352504908734
54,57.193414948370645,149.00658412711132,161.14642424031575
34,41.379523607978584,109.10217166146418,49.2892569413248
19,44.99799376189833,98.83792905051158,78.999919818162
19,82.33269555949987,118.36977261126212,234.8358524757069
45,37.86043736186403,112.97911933232653,70.81124050179395
40,51.119159132784866,113.7046496364792,137.60185712218131
54,72.69224101929144,108.68862008399279,229.5701536699608
49,41.72342258570161,93.36745517090895,96.13272052702413
50,59.76693601822988,91.42991477867311,164.83104524173206
18,78.98909669973962,169.01779117888253,181.62571042507176
36,85.96164989261138,124.22185069886899,253.1196937833584
19,21.765878474323035,120.74613177277453,44.19386174477979
61,84.12701001291956,144.3717826154456,265.55991942027157
43,49.369303446363055,107.46031102920513,116.19922354405189
49,30.659551063916666,165.99689471601803,63.319771118893726
23,46.7308604990609,152.90760115324417,70.67978455766742
49,88.40260602283817,97.15288018498076,290.32240158891955
21,49.40944751942957,123.40646206279428,71.48627853850128
28,36.300128823000655,160.32946460497317,76.82840891947373
34,60.67206834533806,165.57856178331284,135.94727726556343
55,29.211649502255447,127.39212089998958,104.77418689851493
41,16.06906624869311,139.07291113685662,46.93805925059624
22,20.310377752851938,103.36271568736602,31.4497877276191
51,20.243667116621793,169.29349009095813,103.12554427599429
23,22.15221548098355,108.53373611067548,40.85207347363941
39,21.10617381195281,165.41854193081005,97.74080362106812
28,61.26997958425717,141.97173191938947,127.3456519345178
33,24.550406751931586,138.61894359030873,56.323804205203224
50,37.65338266590906,131.0150808813207,92.04725659447996
26,81.74307279248094,108.4535849374207,226.68309415378297
23,47.916931221029785,104.12224256044067,81.47873377457985
33,63.40461908168217,107.63889672561403,157.25109555114082
46,23.785589696130387,104.91506097154036,85.8205581989518
20,25.383121504693662,152.36675788534026,29.016860464066184
37,13.269489301318309,118.01002073333841,34.198358693653034
53,23.514805045773166,94.62741412507171,56.89153394323381
36,32.287227122556686,167.5282104112649,71.40672064777027
43,24.160838742139745,160.70287079707407,53.16304582819109
20,17.096202700564447,164.22018265561704,8.588486471507885
36,19.650869688048065,169.5926258117148,64.7463080925457
37,46.86230144261806,103.91161993755898,135.09611403366515
49,26.5066974724634,121.6993615122127,80.28446363447154
24,39.14158888384604,150.6590780563273,71.60728729875328
58,50.27338166838855,145.6816494443034,140.06935974058467
50,65.23158629034923,102.3116725071884,182.67702401587437
57,13.144971187287915,155.2666499992494,111.84799653930803
56,73.95283191272341,107.95524574693286,229.67734804951425
35,60.23203115927262,107.90540918580984,141.0047908863474
57,16.540722555909753,132.95795383147308,98.64446708996684
18,79.88628992854218,137.43519478733626,183.170096201771
28,83.66979204254505,136.4068966270249,237.3767015093436
45,14.8862367883891,97.31894699182038,61.4481606867453
42,32.1502118517763,160.19686901043042,61.84469542853441
40,74.4961023834449,111.24800340709649,212.53339297098438
48,69.86077523069267,100.36119370262433,187.81934706582572
47,24.761681548510186,161.09984638951818,77.56727526367399
59,26.747945866936824,166.45211985838026,103.514432417786
52,39.63776822331056,158.97020938123606,117.89335995219415
24,48.761838815281706,154.76128597799024,84.71308745545215
33,59.460381722423676,142.41935845112175,120.86878875554892
43,39.51309116558179,134.06858964873115,98.94380226869386
19,47.002777290651835,96.95894079291281,99.9578433902504
18,69.79767505070052,122.6762570456559,160.89347415121293
29,12.934656231247832,119.81508136098512,44.114358091535266
22,30.19495554752166,110.7803027008261,26.25589778974343
54,67.0679668707642,147.8736090950868,167.45404183101624
49,81.61654701497595,129.67005880630165,242.9608524324895
26,50.93419536925329,96.48369727261183,87.95092159761384
58,52.569078821225254,107.6146561559849,150.72811580867128
52,18.573760907182084,144.66070109276768,85.25841022314951
36,45.79298934587637,96.09046875922401,102.56974875106589
33,52.60938131640185,158.0965531239015,95.68774588502582
20,29.397640290778373,129.61172216111794,50.64710363675972
37,31.539458475950475,128.44692618613183,66.1592267681297
41,40.18273304836981,137.3926227727614,54.58375890904995
50,11.60569582221811,155.97447727401195,69.98807590291975
41,35.76633324665426,117.82473663217544,75.83374345940086
28,26.91584055972357,144.24129220472508,30.961709209150555
25,36.19978817423317,135.2585571196633,65.53017347537383
53,19.580970545540097,111.3622616135537,106.08070562403667
55,81.2421824591916,160.29039890841264,260.65681753154803
57,57.48739628432389,153.79408172855426,151.69639749151807
37,64.32818553155917,142.67614677267403,166.287377830654
52,73.13369908858706,158.04653832753934,202.08021129110242
42,49.87537591432458,159.3835360767842,98.04775839623292
52,16.953623046993897,146.6690381372028,75.51096901239616
42,52.968523345483824,156.96106626909375,106.91789416938352
46,56.94728944167033,145.7977169335427,126.9285659305877
35,69.6351579347464,144.41126174082405,163.7808204929797
63,44.53276369837435,139.48891025721474,140.84369770723941
35,20.2064242236451,150.2173311646113,55.589321655361864
19,32.702072463897956,102.68840842344589,53.776379075931565
52,39.046583711890804,160.46966073591426,118.40809991392132
33,61.6733793065281,159.74748221961855,137.57011465904708
58,55.662264373512954,92.33978264276473,145.2415583370119
53,38.4877380718277,156.06534004518102,63.87700496795312
50,88.92121990343837,100.30958939787561,321.1904988798565
21,58.46198554855097,116.80950834073136,91.78266431165555
50,28.97814333887956,149.48066050332864,81.74530871279582
31,18.1425978096323,102.86079168386466,27.03107658654472
38,22.22873113474656,155.43736192952497,33.694408263334225
37,29.67661827076065,156.57073423661936,71.23632895046673
25,22.854509860764452,130.5974187008669,54.11229791893749
24,24.92536192410446,90.51086973734668,32.31638972951867
20,32.807613495507766,112.96305065399302,9.01637989355251
34,23.869887623580386,139.35415347005937,46.259760891629895
50,81.74123397011401,168.49489424219388,235.96089586176532
29,16.418699652931377,140.54508216133348,24.507124131479888
39,51.960911165620374,110.78428648513278,116.83861162268065
39,42.83174615917292,140.7204562479689,85.51579968438868
63,88.59028935268852,133.19883037726845,323.957367065301
47,18.963112173444188,152.3876316120915,77.17654242088902
55,41.82844792365933,98.55845110615667,104.2307930514109
55,87.55763466202951,150.88223220016224,298.2579040496602
62,79.24057007151842,133.30132629408882,260.02644123486004
25,75.3657656759424,167.03936030871958,163.51169255994643
44,30.632226163595185,117.34977328309489,61.512395833792525
44,23.671006991205267,140.60975145071586,63.38261045023434
51,63.49145759395448,164.5622484408014,144.88027113358424
38,84.35007913020686,98.20077823925433,257.5110423925213
47,54.541031441114384,164.97827897891608,148.3572203133351
50,55.72901515759199,145.03085778406506,116.33539669098658
45,32.39832749282273,95.42696472841375,55.99399287448881
64,71.55943465535495,114.0770853557453,261.4078706950103
50,24.96349988460187,146.6537670916225,79.17341505106799
22,35.89433891233949,95.38804811750174,45.5575567203458
36,44.034915089313344,136.57363681410186,99.91352622661617
21,50.6088302947564,117.67064455623654,77.93537161274435
52,29.39277859320642,139.67324142139816,116.87568886184741
34,19.186945979136283,93.65936270500103,58.141881395229234
61,58.849603395330604,159.7229444921901,159.55292565198187
45,33.09044425922046,167.87911753419175,111.47051269962017
47,56.49905771380898,167.5102284228553,118.39138495057696
46,22.349017221936187,149.97214653943396,84.90491651522034
63,48.4912081483854,100.40689921045056,159.35883068535497
23,52.60715460412687,150.6610556743218,106.74645017817863
52,14.145882945794153,91.96695331670412,100.08745655356431
58,36.92834225551365,91.76988412231978,115.9500290461181
54,20.75317415511794,115.8888175319633,74.96253857618724
41,15.06999763782142,129.09145523237325,68.87713261180852
46,89.19681859119562,151.63259342462345,260.63549607064533
63,35.788307597977834,144.66363012852042,152.43935124775876
48,74.7899556683708,125.67221651013986,215.58099865896517
52,30.371252381101108,111.89013330253327,85.08130079407708
50,64.52021777791434,169.76996001261688,160.6795847545199
38,70.81822879117493,124.09450417887784,158.62878818881396
49,57.651099248627546,126.11096194637403,131.5206919541536
40,47.72609508401267,103.08990569533353,122.84359999232132
50,42.947273131781486,153.58476389999436,94.04027772272866
20,37.90946132343962,145.49457806251908,38.27358819354888
35,84.36233153982607,107.66156902310084,258.7025715080138
42,76.44955262301833,96.59048364926741,241.98107863883652
59,87.20215285332101,144.43994416597704,301.9501605070608
48,19.943777878843576,142.3608971424908,91.24701436063316
20,68.46939801629154,111.86076215985675,141.13825044065948
57,85.06723654568303,166.06908498003284,241.660573484434
63,24.498645293252814,102.08463134247202,131.52338729874162
41,15.3197013893422,124.58678408340815,56.4572443765723
49,69.28965194320472,165.4892736134079,171.27957980354665
64,55.95784905439295,123.57818535408978,195.01590814113234
39,77.34630214066176,141.08207581312683,211.26432245359095
40,21.18179013010316,121.80755183702354,67.52629146422566
19,73.62138494879122,111.9372161878936,207.67080407035863
44,26.130185603819562,168.71821183678625,62.90777218253838
59,23.09247542925636,122.74672050520344,113.34685865792987
19,23.141263834479435,161.52793629433074,40.57469553177399
43,75.16597761851057,108.39636847128689,218.04757231378645
34,63.21577765569601,107.04837632200666,170.33945751761334
57,51.845233981529546,92.4907266307609,159.90985216461965
50,38.7064387298802,142.1333460300708,105.62722446490656
26,80.17604326504866,119.4821074979009,226.78413265306648
60,41.395608593810834,159.14865998717096,116.9336071165033
56,75.32795515772617,127.85679253532457,219.14901853317212
46,45.13079268561747,167.45547423317774,82.78205938003214
59,40.155554353992606,104.84204125624969,93.97610249280436
43,47.01438285356851,159.48985343644887,129.1009804769088
52,34.110229933131365,152.12774822333932,77.81938571374397
42,69.80875041410009,151.67374757152416,166.51223740687794
41,50.217631207398334,157.58265824935103,98.48073917328821
30,28.577015611745384,150.8819192754399,57.42395947408252
24,81.96596586196547,140.09762573051324,219.68975621494232
53,40.711297709856915,100.49959021459101,124.61868246914914
62,53.48422888911909,92.60209435930015,160.8094602205571
37,82.51776887716376,163.66782782525496,211.28576996826274
18,59.93903967311937,139.33202516165903,112.71156804424584
25,19.351843256669127,153.7229832780941,40.11805081445018
63,85.18656988907802,128.521788121004,322.83348479488023
33,60.216644245713425,99.38465511699155,144.15568637163568
31,36.79244917256689,100.01486337620403,77.59708067554311
29,21.141765813070982,144.8452229783177,57.47291855779958
40,73.52201514162368,124.42447159195702,211.66953891554874
32,59.60582047428108,106.04197813602694,133.91487908271614
45,52.67688735810572,129.32756373931494,102.71423329805782
51,81.51140664407662,95.13671496601073,274.7734356861725
19,73.08777689796246,136.5577121531519,152.28288951906416
49,22.133990378620094,111.51947235480782,68.4594234021288
40,34.93776542364386,153.80472805097506,82.02684171159845
39,29.87913118515726,114.8289567138859,84.84353768577436
42,69.51570340581415,126.4176119265441,178.94158586963943
39,12.68259477886235,90.92964319264806,57.233078379782995
39,55.59117478970532,95.7957510235647,155.05311466395995
59,70.99669485925524,121.39948451253478,225.08274870354384
23,80.14125094093995,128.39510677736988,242.13113812272545
32,37.366539897272595,138.0016438495443,74.64703068718303
60,75.70058437376103,113.33300629674426,223.01785142785576
54,18.850538956416578,145.5985508901234,100.06729078597944
50,77.71618333876145,158.80979177513638,221.53161047967163
25,20.199092986558593,152.388079111468,63.101839543711314
61,41.78298324482938,93.16950602786858,143.37228053800303
61,73.78362926236429,128.4405557806263,233.86818135977452
22,21.993394187901902,98.39441427345399,18.541954863835254
56,28.340111618611317,109.3636012690022,93.52644191385596
21,67.7802054714453,168.93300746137172,116.00520600891602
23,67.60292292368595,101.39964343212105,146.54912600128927
62,61.29181063082378,129.91105227610848,195.32459761574935
49,65.515875557368,139.45245874544952,195.2340038574885
47,53.417955467807694,146.1971976435283,130.00279696242788
64,30.14392471255622,134.77189467895312,100.1340318904993
52,37.65567948031355,90.7816677935347,110.51709439511036
57,24.527817344114055,116.11690465951935,113.34815436366351
33,82.67604490669027,131.41693147077692,216.82115065519108
30,56.671343581289634,97.02931993158667,118.57636653870709
59,42.06811334109119,118.05015449673446,126.38294288009459
47,46.96046429153061,92.65624870330933,104.90300358761469
36,85.78266716894522,96.28627977240166,276.27979099758096
34,22.268112249286418,121.75386209612769,50.55440264618727
36,56.89838656134378,100.61726032344482,134.6456227607359
45,50.47109431075728,135.40326786092464,101.36234110632554
43,58.91633883477183,145.15719753098125,127.28937768177697
54,11.44881470566724,154.04693592872664,102.9762672183848
43,79.76991271553212,106.01201953958481,233.15497211154377
40,84.56946259868899,103.39860658072558,287.56015399210867
26,55.21065468713672,98.36542722675202,104.65554466540785
29,65.73206591015138,140.91441996349093,142.66681702067555
18,83.79995049418366,146.5180581189521,222.53948785816618
18,66.5790907450719,92.52689158605136,128.67003134676924
64,22.20312343314091,164.89697969949518,88.08382939742833
51,56.103068813345054,94.1577026921178,130.45927856565743
49,58.537203710628475,133.30370682408562,165.98177991158414
42,43.93045370419088,146.7248415560733,83.7580821923394
57,68.91553884997782,159.67752989968685,231.18767790153834
62,84.74936118152118,147.12695457059422,275.1633870939491
18,84.04548103254211,154.13824664558334,208.4892279728797
33,46.06714971233057,117.15601540342449,110.97530820137997
56,19.05904366726042,155.186009099721,124.32011263293015
22,88.78729591698676,96.409187710774,299.253555828873
39,77.11184691567473,161.5853324848422,210.26913637031242
46,19.97301449626135,133.8073900922989,87.0546378173724
20,83.66735060938979,155.3838215969995,213.50654623106962
29,79.59170896497027,126.18546276146401,219.31149413231452
43,51.50704457008577,141.486215615722,104.4017364158631
33,57.30203485959434,132.11221287488905,104.7786222977883
54,41.920216309610424,148.52716174042655,110.85680559863303
39,14.380931105762507,96.53039856244716,51.21682729622424
46,36.815779331672076,94.8281667192451,83.27436498417192
31,74.22827588784091,109.76825872081172,201.51068105878807
45,10.370561840368229,102.76357440905507,79.30343253320636
22,36.679933735291534,159.74268532737614,54.15209932054884
64,41.85349548727547,107.53711898864354,161.40464704949954
47,52.99164823503383,168.0692204655305,100.73737063382173
63,83.58844931302085,116.95166334168854,293.2836796224269
22,37.707679549276904,104.56943325509594,47.74255224879836
29,37.75625615169822,153.17588057139832,33.96263222787309
33,69.00009984877987,142.69662204007008,155.32851580155983
43,46.17743527118457,129.85565731625113,99.4406935949206
43,27.968385835198557,134.4290840750105,93.70205071137414
38,46.195161290615474,147.5361422617811,99.80817613371345
56,21.26856163038399,108.2763793065039,74.90535151607865
53,24.110958920497865,169.70671328453935,117.23902015764966
50,49.869421819158376,167.98345297174265,134.4165338786232
47,43.514035960363834,142.02605490775494,109.45686644110265
54,83.187672085448,105.96339607433161,275.3708263624735
40,38.99151192933065,144.4182593945033,65.43654652896474
27,56.44706802224348,95.77587271833407,111.11784768453036
22,60.58114303356243,92.45220017646449,144.5412853720407
53,11.047556527066691,110.6146310808971,110.29491022616924
51,63.08298976133685,127.00983653914531,192.32854559510392
48,24.242877349580112,159.46180043267043,71.43635419215389
27,86.88562539755641,148.17352558130463,215.46077782911144
36,21.893018220249036,149.41652169599848,59.318633765186554
49,43.1699298981619,124.03946675584604,79.703212595247
18,16.82797344629151,117.67479940375704,38.15489914962149
22,89.74994014767579,119.68310103876821,258.15745022842907
62,50.175600826499405,169.01196509888462,136.4939097766112
21,57.630801385603505,93.2087353129986,91.9975041965057
33,15.366118191074198,159.36251968979587,62.24962790815904
41,69.99683763193423,136.29403268579148,167.09847558857442
33,26.79244744764686,125.08923353516724,36.956959976718665
19,81.84434315525709,148.02061283321092,155.33561260363004
45,26.411171238560573,128.93351531397622,72.61647815266612
49,25.255017653093326,159.87385904653286,107.70239700544484
44,12.92397342784759,162.05614912090067,97.9928028704584
37,47.765355608799936,123.73767414987643,89.80228617382687
41,55.187290661009314,112.14622377880413,118.165705766169
29,15.25669115426819,137.388026287469,53.417819872811116
52,72.04220933560084,162.98906764933528,178.18321043507933
50,46.26310677984221,106.85297512045332,122.76026701293773
